text,score
"a b-movie you can sit through , enjoy on a certain level and then forget .",0
does the new all-girl group desert have anything to do with it ?,1
"offers 102 minutes of breezy , occasionally very funny entertainment .",0
. . . quite good at providing some good old fashioned spooks .,0
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work .,0
"a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .",0
after another drunken night they are soon parted from all their accumulated cash .,1
"the harrowing rescue of the young woman opens the door to a dark history hidden below the surface , revealing the true identity of the killer and answering the mystery of who killed jack's daughter .",1
"this time out , [sade] is an unsettlingly familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .",0
"if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time .",0
she wants justice and will do anything to get it .,1
""" the ballad of bering strait "" is a two and a half year epic that follows bering strait's amazing cultural fusion-coming of age journey in america .",1
"the bikers tell everyone in the store that if any one tells who committed the crime , the gang will take revenge on them and their families .",1
"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it .",0
"'brass tacks' is a 35mm feature length , narrative drama .",1
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",0
"to his surprise , he makes it , but now the real challenge begins - to cease being jamal and start new life as juwanna .",1
"on the surface , the film is played straight , with sustained tension and effective frights . but the director has done his research , and fills every scene with a subversive humor that's 100% pure imitation hitchcock .",0
but her selfish actions soon catch up with her . . .,1
painfully bleak and disheartening . . . brilliantly made and uncompromising,0
"she is forced to approach roxie with an offer of a part in her vaudville act ( filling the gap left by her murdered sister ) , but roxie turns down her offer flat , thinking she needs no support in topping the bill .",1
"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style .",0
"will she get it , or will death get her first ?",1
"she wants his blessing to marry a man she loves , but he tells her that she must marry a man of his choosing , and that she must undergo female circumcision .",1
"indeed , it appears that all of his advances go unnoticed on this lovely but embittered singled mom .",1
a mimetic approximation of better films like contempt and 8 1/2 .,0
but billy still has memories of a wife who cheated on him .,1
ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ?,0
"zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",0
"george , a handsome english knight , unsettled by the horrendous bloodletting he witnessed in palestine , desires to hang up his sword and settle down to a quiet , peaceful life .",1
suffers from over-familiarity since hit-hungry british filmmakers have strip-mined the monty formula mercilessly since 1997 .,0
"thinking the young man is dead , a curious fisherman with a scalpel finds two bullets in his back and a miniature laser device in his hip .",1
the movie revolves around munnabhai ( sanjay dutt ) a dreaded but good-hearted underworld don of mumbai .,1
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .",0
the documentary makes no waves and tries to be as upbeat as the musicians it tells about .,0
vividly conveys the shadow side of the 30-year friendship between two english women .,0
what better place for a writer to pick up a girl ?,1
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
her loving parents feel helpless as they watch their daughter suffer .,1
tells the humorous and touching story of six former creative anarchists who lived as house squatters in berlin during its heyday in the 80s when berlin was still an island in the middle of the former eastern germany .,1
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",0
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",0
during the course of a single day all three will be faced with the difficult choice of choosing which path they will go down in life .,1
an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else .,0
"it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .",0
"no aspirations to social import inform the movie version . this is a shameless sham , calculated to cash in on the popularity of its stars .",0
"spanning 18 years in an iranian women's prison , this follows two women : the new prison warden , a tough as nails devout muslim who has served in the army on the iraqi front , and a young midwife , mitra , who is serving her sentence for killing her mother's abusive husband .",1
". . . a cheap , ludicrous attempt at serious horror .",0
"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",0
a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,0
"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song .",0
the trail is strewn with corpses and everything points to them as the killers .,1
in which property of drug kingpin &#38 ; porn groupie adel gharid nasrallah aka eddie nash were taken .,1
"bobby and susan have found in each other what most only dream of finding , their soul mate .",1
"family ties and mob allegiances become confused as betrayals , reprisals , and changes of heart set the stage for an unexpected climax .",1
the problem with all of this : it's not really funny .,0
"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .",0
"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !",0
they grow hesitantly closer than their previous adversarial relationship as old bonds are tested and new awarenesses are inspired .,1
"as a result , sarah embarks upon a journey of discovery that leads to danger , heartbreak and romance in the far corners of the world .",1
"learn about competitions such as k- ! , the world's most popular martial arts competition .",1
"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .",0
"yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies .",0
in order to continue giving therapy without leaving his home he gives it over the internet .,1
this is peter's story ; an 18 year old boy who takes a journey through a conservative southern all-male university in order to discover himself .,1
"luckily , this wouldn't be sabina's final contribution to psychoanalysis .",1
"at this , he loses his temper and gets physical with the employee .",1
. . . works on some levels and is certainly worth seeing at least once .,0
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,0
"nair's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .",0
it's all about love is the story of two lovers and their attempts to save their relationship in a near-future world on the brink of cosmic collapse .,1
a feel-good picture in the best sense of the term .,0
"a filmmaker , fascinated by the power of the camera and obsessed with the theories of russian film pioneer dziga vertov , decides to get a camera eye to replace the real eye he lost as a child .",1
years of guilt and sorrow tumble over each other as vince struggles to retain his sanity and understand who it is he is hoping to find alive .,1
"after this unusual , tragic experience , paul begins to realize that he has just lost his mom .",1
[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,0
"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",0
"however , there just might be more to him than meets the eye .",1
the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal .,0
"overall , it's a very entertaining , thought-provoking film with a simple message : god is love .",0
hundert's challenge is to change this young man while maintaining his integrity .,1
"eric has married his high school sweetheart , has a good job , his first house , yet he jokes about all the things he's missed in life .",1
frank and his sister caroline arrive in mystical attic town where the great syndicate is ruling and robbing the citizens .,1
"now he is out , to finally get his cut of the money and reunite with his family , or at least avenge the damage done .",1
"brutally honest and told with humor and poignancy , which makes its message resonate .",0
four friends sruggling with life meet in the maine woods for their annual hunting trip .,1
"minority report is exactly what the title indicates , a report .",0
"trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens .",0
"for those willing to risk being made very uncomfortable , this instant cult classic announces the arrival of a distinctive new talent behind the camera .",0
for carlos - who has been challenged by his mentor to rework a superficial comic strip into something with depth and substance - running the store is the last thing on his mind .,1
"one day , margalo is nowhere to be found , so stuart and snowbell set out across the city to find her while george covers for stuart ( the first time he's had to lie ) .",1
"it's a lovely , sad dance highlighted by kwan's unique directing style .",0
it has become apparent that the franchise's best years are long past .,0
"the characters struggle to find love in a world that no longer needs sex to reproduce , a world that is changing and is populated with people who use provisional identities and are seen through virtual selves and a world where love is the only thing that makes things real .",1
"four characters are carried over , the first sergeant , the clerk , the mess sergent , and the misfit .",1
"as dex prepares to do battle with herb , he must also deal with all the intricacies it takes to make a relationship work .",1
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .",0
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",0
"supreme chancellor palpatine moves for a vote for a republic army to protect the republic , as there has not been a full-scale war since the formation of the republic .",1
"in a futuristic world , a strict regime has eliminated war by suppressing emotions : books , art and music are strictly forbidden and feeling is a crime punishable by death .",1
a band of college students go to a rave on a mysterious island and get more than they bargained for when they find themselves stalked by killer zombies and terrifying creatures intent on feasting on the flesh of the living .,1
"when lucy discovers jack is from the neighborhood she grew up in , she is determined to learn how this man could fall from the comfort of suburbia to living on the streets .",1
"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",0
it is really quite ironic then that the one guy putting out consistently good comedy is hollywood's most serious actor .,0
the disjointed mess flows as naturally as jolie's hideous yellow 'do .,0
director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy .,0
holm . . . embodies the character with an effortlessly regal charisma .,0
"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",0
bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .,0
"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .",0
but what makes lucky dangerous is his ability to get inside mudd's head and turn him into a serial killer .,1
"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .",0
"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .",0
the cumulative effect of the movie is repulsive and depressing .,0
"in the early 1980's , a white police officer ( andres stander , played by thomas jane ) in johannesburg suffers a crisis of conscience due to his involvement in apartheid and becomes a notorious bank robber on the run .",1
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,0
"there's a fine chemistry of contrasts between lau's exuberance and the quiet , slow-burning intensity takashi sorimachi brings to his role .",0
"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - despite its myriad flaws .",0
only one person can eventually solve the crisis : stefan balsiger himself .,1
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",0
"smart and alert , thirteen conversations about one thing is a small gem .",0
"a strong first quarter , slightly less so second quarter , and average second half .",0
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0
lieutenant hart must then defend the black pilot against charges before an obviously racist american tribunal ; unaware that the trial itself is only a front for the real secret of the prison camp .,1
the story follows a visit to bobby by his mother .,1
"then the unthinkable happens : a nuclear bomb explodes in a u . s . city , and america is quick to blame the russians .",1
"a remake of the danish blockbuster "" klatretosen , "" catch that girl is described as "" ocean's 11 "" or "" mission : impossible "" for kids .",1
"the film's sense of imagery gives it a terrible strength , but it's propelled by the acting .",0
"iwai creates yuichi's world as much through disembodied moments of sight and sound as through action , building to a surprising stab of melancholy .",0
"when the popular , restless landon carter is forced to participate in the school drama production he falls in love with jamie sullivan , the daughter of the town's minister .",1
"even when foreign directors . . . borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",0
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0
"when virginia visits her aunt millie at christmas , she discovers a stack of handwritten letters over half a century old , and unlocks the story of her aunt's youthful days as a young woman living in hamilton , mississippi , during the second world war .",1
"however a school teacher warned the train , so the gang and all the others in the pub ended up in a shootout with scores of policemen .",1
"eva is an accidental witness of the death of a young girl , even more : she's got it all on tape .",1
"accompanied by his assistant bough ( ben miller ) , johnny bungles his way through one scrape after another .",1
renee zellweger is amazing and richard gere brings a life to the screen that he hasn't in several years .,0
"diana , who secretly returns jose's affection , comes to his rescue , but is taken hostage .",1
"frankly , it's kind of insulting , both to men and women . and it's not that funny -- which is just generally insulting .",0
they belong to the international world of fashion and modelling and are top of their game artistes .,1
"when sarah's dog disappears into the forest , she becomes completely lost trying to find him .",1
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .",0
now even that joy will be stripped away as his son prepares to place him in a nursing home .,1
"meanwhile , maguire ( jude law ) , another hit man who had done some work for mr . rooney in the past is sent to kill sullivan .",1
"bernal . . . gives an ambiguous performance ; he's a lightweight actor , but that's a positive quality when portraying a man on whom nothing leaves a permanent mark .",0
family togetherness takes a back seat to inter-family rivalry and workplace ambition&#133 ; whole subplots have no explanation or even plot relevance .,0
"beginning with the world trade center's north tower afire and billowing dense smoke , and ending on the vast expanse of ash-brown debris the following morning , the first 24 hours documents "" ground zero "" in the immediate aftermath of the terrorist attacks on september 11 , 2001 .",1
"french director helene angel's dark but deftly handled fable about familial violence has a terrifying , fairy-tale atmosphere that's in perfect keeping with its unique point of view .",0
"michael rooker plays a guard , fisher stevens , john seda , and master p co star .",1
"pete's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",0
"in the story , he is weary of being kept within the walls of his father's ( and soon to be his ) kingdom .",1
"life or something like it has its share of high points , but it misses too many opportunities .",0
"also henry coville , an inscrutable professional whiskey-runner , and rat kinneson , quebec bill's perpetually disconsolate hired man .",1
"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately .",0
"when the head of the order dies , alex is sent to rome to investigate mysterious circumstances surrounding the death .",1
"unbeknownst to the elders , the widows daughter has come to settle the estate , evict them and have an estate sale all in one day .",1
plummer steals the show without resorting to camp as nicholas' wounded and wounding uncle ralph . it's a great performance and a reminder of dickens' grandeur .,0
starving artist gus bishop can't even give away his paintings .,1
"laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , no such thing is a fascinating little tale .",0
the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . ',0
"steven merritt , a research obsessed writer is mistaken for being gay by rebecca , a young veterinarian assistant .",1
and that's what you get when sampling the wonderful idiosyncrasies in this love story on espresso .,1
"a hitchcockian thriller in the spirit of 'rope' and agatha christie's 'ten little indians' that begs the question can murder , if done well , be considered art ?",1
"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",0
"caso você sinta necessidade de sair da sala antes do término da projeção , não se preocupe : ninguém lhe enviará penas simbolizando covardia .",0
"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative .",0
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated .",0
it works its magic with such exuberance and passion that the film's length becomes a part of its fun .,0
rarely has so much money delivered so little entertainment .,0
"aliens appear at the un and invite earth to join the galactic federation , there is a catch though , earth has one year to send a team of it's best fighters to represent the palnet in an unarmed combat tournament .",1
"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with .",0
the charms of the lead performances allow us to forget most of the film's problems .,0
"once again , the case seems to be solved with this spectacular arrest .",1
celebrities are talking about him on mtv and girls are fighting over him on jerry springer .,1
"a young man named owen , who can't get over his would-be fiancee and now ex-girlfriend , chloe , who moved to los angeles to become a tv star , finally falls in love with nadine , the girl who would've been their maid of honor .",1
she went on to be in brazil's first-ever fashion parade/show .,1
"it may not be history  but then again , what if it is ?  but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while .",0
"will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",0
"too stagey , talky -- and long -- for its own good .",0
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person .",0
"a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st century , based on the novel of the same name by pullitzer prize-winning author carol shields .",1
dramatic events throw them together on a journey with no money and no transport .,1
"friday after next takes place back in the hood during the christmas season , craig and day-day are now living in a rundown apartment .",1
a moving and stark reminder that the casualties of war reach much further than we imagine .,0
dozens of moments catch you up and take your breath away .,0
"finally , the purity of arvasu and nittilai's love brings salvation to the land .",1
the cia wants the twin to finish a project his brother was working on .,1
"the film's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut .",0
"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0
"it is von sydow who gives intacto its gravity , resonance , soul .",0
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",1
"for too long the children have been abused , molested , neglected , exploited , and killed , and their tormentors have escaped through the cracks in the justice system .",1
they all died 48 hours after logging on to a site named feardotcom . com .,1
"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",0
"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",0
the film culminates with the band's arrival on the u . s . stage at wolf trap national park .,1
the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name .,0
chelsea walls is a case of too many chefs fussing over too weak a recipe .,0
"the attorney leaves the scene of the accident and strands the salesman , causing him to miss his custody hearing .",1
"sean , the more rebellious of the two , gets caught up in a life of crime and rises through the ranks to become the head of the irish mob .",1
"on returning to england , george heads north where he's heard the land is good and the population sparse and of a kindly king named edgaar .",1
"change up is a documentary that follows the lives of best friends , rafael "" pepey "" rodriguez , and alex sosa , two hard throwing pitchers from the economically poor , but baseball rich island of the dominican republic .",1
"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",0
"rodney boland is a professional hit man who "" services "" politicians and their wealthy backers .",1
""" sumo east and west "" takes us into this world through the story of wayne vierra of hawaii , aka kamakiiwa , a former professional sumo wrestler in japan whose pro career was cut short by injury , but who rebounded to become a champion in the growing world of amateur sumo .",1
"soul is what's lacking in every character in this movie and , subsequently , the movie itself .",0
"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",0
"she manages to test patricia in one of the biggest hotel-casinos , the caesars palace .",1
"the homespun musician couldn't have done it without the support of his family , friends , lovers and the neighborhood kids he called 'starchildren' , all of whom paint the big picture of bruce's life legacy and 'dimension of imagination' .",1
nothing but an episode of smackdown ! in period costume and with a bigger budget .,0
"trailer park magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .",0
"while there , the elder man falls in love with the mom ( keaton ) .",1
"three mischevious employees ( paulo costanzo , woody harrelson , alicia silverstone ) of a bank in a small deserted town all make plans to rob at the same time , however none of them knows about the others .",1
there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all .,0
"never really funny and falling just short of exciting , bad company is just ok for an action flick .",0
joseph just broke up with his girlfriend and is not taking it very well .,1
and what better place for romance than coney island ?,1
just a collection of this and that -- whatever fills time -- with no unified whole .,0
"in an attempt to prove the 58 million dollar claim on the ship is false , she flies to argentina and becomes embroiled in a dangerous web of deceit , lies , murder and lost love .",1
little ella's birthright is the gift - and curse - of obedience .,1
a film about a young man finding god that is accessible and touching to the marrow .,0
not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters .,0
the story begins with the discovery that otte's visa is being withheld by the ghana embassy in holland due to a controversy in the press .,1
"when reuben buys a black-market cure for his unusual chest complaint , jenny is forced to make a terrible sacrifice .",1
"the result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",0
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many drugs as the film's characters,0
"it is not long before the doctor realizes that his underworld patient is in love with his own sister , so he decides to take her to malaysia and get her married off .",1
"red and the boys embark on a road trip across the country , en route to a duct tape festival in the usa , where they intend to win first prize by creating a sculpture made of at least 50% duct tape .",1
"lillard and cardellini earn their scooby snacks , but not anyone else .",0
lovers of the original the silence of the lambs will be ecstatic to see that cinematic lightning can strike twice .,0
"outer-space buffs might love this film , but others will find its pleasures intermittent .",0
she is a wealthy and arrogant girl who is used to getting things done her way .,1
"a film of empty , fetishistic violence in which murder is casual and fun .",0
"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também .",0
your night horrors start to bleed into your day job .,1
"bittersweet comedy/drama full of life , hand gestures , and some really adorable italian guys .",0
"chris jones ( malik yoba ) is a strong , independent , black man who finds himself lost on a desolate road .",1
"arvasu prepares to marry outside his brahmin caste - but for this , according to the tribal custom , he has to present himself before nittilai's village elders .",1
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0
enter the beautiful and mysterious secret agent petra schmitt .,1
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",0
"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '",0
"he has all the kit but none of the skill , and he's a laughing stock at school .",1
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",0
filmmaker rick mckay documents actor/illusionist james beaman's transformation from an attractive young actor to the legendary icon marlene dietrich .,1
"behind its doors , an elderly husband and wife guard a secret so dark and complex , no one else has ever shared it .",1
somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy .,0
"for the first time in years , de niro digs deep emotionally , perhaps because he's been stirred by the powerful work of his co-stars .",0
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay .",0
"clearly in over his head with both assignments , landon is forced to ask jamie for help .",1
"refusing at first to open up , the young man eventually breaks down and reveals a horrific childhood .",1
it's been 10 years since the events of the second film .,1
"the film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0
it's sweet and romantic without being cloying or melodramatic .,0
"in this racially-charged climate , the lapd's elite special investigations squad ( sis ) is assigned a high-profile quadruple homicide .",1
"as the investigation continues , catherine is forced to choose between her past passions and new possibilities , even as handler is discovering surprising new facts about embry and his possible connection to another disappearance from campus .",1
"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough .",0
"their only common bond is the vague promise of riches at the end of their journey as they try to stay one step ahead of santiago , a violent gangster out for their blood and gaining on them all the time .",1
"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",0
harland williams is so funny in drag he should consider permanent sex-reassignment .,0
"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",0
what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,0
"the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality .",0
"but there is a political dilemma : if someone is arrested before he commits a murder , can the person be accused of the murder , which - because of the arrest - never took place ?",1
"despite the inexperience of the director and his cast , there's rarely a false moment .",0
"what would have otherwise been a routine nostalgic coming-of-ager takes on a new , innovative form .",0
red dragon makes one appreciate silence of the lambs .,0
"this first film , a deliberately allegorical visual fantasy , focuses on the 30-something generation in china , who have to adapt to a materialistic society very different from the political utopia of their childhood .",1
"if routine action and jokes like this are your cup of tea , then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .",0
the only way to find out though what really happened is to enter the site itself . . .,1
"all in all , it's a pretty good execution of a story that's a lot richer than the ones hollywood action screenwriters usually come up with on their own .",0
"beautiful , gentle people of all color of skin surround her and care about her .",1
"slowly , patricia regains her joy of life although living in complete isolation .",1
"eight year old peter carlson tries to save his family from eviction by "" blackmailing santa "" .",1
"they go through three days of hell , friendship , madness and hope .",1
"a little judicious editing would have helped a lot , but the talented cast matches the film's ambitions and compensates for its modest budget .",0
"when investigative reporter , chase somete and her team are on a trail of uncovering this organized fight ring , suk is torn between protecting the only family he knows , and defending the person who can bring him down .",1
schaefer's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle .,0
"hoffman is understandably concerned about typecasting , but he is indeed the man for the job , recalling the intensity that nicholas cage brought to an oscar-winning performance in leaving las vegas .",0
"embarrassed myself about laughing out loud multiple times , i found myself enjoying the movie much more than i ever enjoyed the tv show . . . and these pseudo-homo-erotic stunts .",0
deserves high marks for political courage but barely gets by on its artistic merits .,0
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",0
an arrested drug kingpin is transported by a los angeles police department swat team led by jackson's character out of the city and into federal custody .,1
"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling .",0
depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply .,0
this is the film training day wanted to be .,0
yanks tanks is a first look at the phenomenon of classic american cars in cuba .,1
"to what sweet end is the story of a reunion between mary and david , who were once passionate lovers - for two weeks , thirty-five years ago and haven't seen each other since .",1
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",0
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,0
"after being trapped in hell for quite some time , freddy krueger meets up with jason voorhees after jason is sent to hell by creighton duke ( forget part x ; rewind to friday the 13th part ix ) .",1
"while accompanying an us senator on his mission in cuba , he makes a botch of so many things , that a minor blunder by the senator turns into a serious incident , which intensifies into a second cuban crisis - thanks to further entanglements by the media , police , and diplomats who represent the arch-enemies usa and cuba .",1
a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,0
the comet hale-bopp is shooting across the sky for the last time in 4000 years .,1
"as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions .",0
"two women , one spoiled and clinging , the other unawakened but formidable .",1
frances decides to take a break and she buys a villa in the beautiful tuscan countryside and decides to begin anew .,1
"undecided about his future , yun fei , an unknown young poet , goes to visit an old university friend in the suburbs of beijing to seek his advice .",1
"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",0
jarecki and gibney do find enough material to bring kissinger's record into question and explain how the diplomat's tweaked version of statecraft may have cost thousands and possibly millions of lives .,0
"a look into the underground world of bruce haack , a genius who's past work continues to garner recognition with time .",1
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,0
"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury .",0
"as predictable as the outcome of a globetrotters-generals game , juwanna mann is even more ludicrous than you'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .",0
"a gob of drivel so sickly sweet , even the eager consumers of moore's pasteurized ditties will retch it up like rancid crème brûlée .",0
i know that i'll never listen to marvin gaye or the supremes the same way again,0
"to do so , he decides to ape her behaviors , right down to wearing her fur coat to bed .",1
"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey .",0
"the result is a farcical and sad truth that should make the hollywood step-upons , stolen-froms and never-beens delighted and perhaps even a little vindicated .",1
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years .,0
"seducing ben is only beginning ; she becomes his biggest "" fan "" and most unexpected nightmare , as her obsessions quickly spiral out of control into betrayal , madness and , ultimately , murder .",1
"she sets out to strike down her once fellow assassins , leaving bill for last .",1
"as his clients become more frantic and demanding , ray begins to unravel , questioning the morality of his profession .",1
"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary .",0
"by the time their power struggle is finally resolved , both bob and the assistant learn that neither one of them is really in charge .",1
scott was on his way to work shooting a documentary in midtown manhattan on september 11th .,1
'like a child with an important message to tell . . . [skins'] faults are easy to forgive because the intentions are lofty . ',0
it's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .,0
cube's charisma and chemistry compensate for corniness and cliche .,0
