domain,date,text,paper_id,sentence_id,is_subjective
japantoday.com,2018-07-05 05:10:00,"The Tribune newspaper said five of the deaths occurred in the past 48 hours in the Eastern Townships, a rural area just east of the city.",501368,5026,1
www.nzherald.co.nz,2018-07-05 00:00:00,"To clear the initial hurdle, asylum seekers must demonstrate a ""significant possibility"" that they can prove that they have been persecuted or have a well-founded fear of persecution on grounds of race, religion, nationality, membership in a social group or political opinion if they are returned home.",81552,14085,1
whdh.com,2018-07-18 00:00:00,"“I saw the gun,” she said.",319183,1300,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"""I did not personally benefit in any way from the contract and that's why I am concerned about the lack of truth.",502959,12575,1
www.taiwannews.com.tw,2018-07-05 05:40:00,W_Quintana 7-6.,1918,4714,0
www.41nbc.com,2018-07-18 00:00:00,The 13 were a small fraction of the thousands of Chinese immigrants who migrated to the American West to work in gold mines starting in 1848.,50608,722,1
www.abc.net.au,2018-07-05 07:05:16,What is the flu?,569794,3493,0
www.taiwannews.com.tw,2018-07-05 13:00:00,"""But the last nine months have been the most impressive, really, how he was able to still perform and train and commit to all that while everything else was going on.""",1326,3289,2
www.nzherald.co.nz,2018-07-05 00:00:00,"Nonetheless, Bridges has fallen into the trap that inevitably ensnares all leaders of the Opposition.",81052,14750,1
wsvn.com,2018-07-18 00:00:00,"Police believe the men had stayed at the Days Inn for about a week before the alleged crimes, they said.",69359,799,1
indianexpress.com,2018-07-04 23:48:51,"MCA had overall received a very lukewarm response for the coach’s job to replace Sameer Dighe, who stepped down after only one year in office.",229074,16792,1
www.nzherald.co.nz,2018-07-05 00:00:00,It said in Wednesday's statement that the gunman was arrested by police.,80908,13305,1
www.americanthinker.com,2018-07-20 00:00:00,"In January, 2017, to protest the election of Donald Trump as President and to demonstrate outrage at his obscene comment that he was empowered to “grab women by the pussy,” approximately one million women staged a march on Washington, D.C., where they wore knitted pink “pussy hats” (apparently to “make a statement” and “reclaim” the offensive term as their own).",450525,421,3
www.standardmedia.co.ke,2018-07-05 00:00:00,I could not afford it.,503186,12293,1
www.bbc.com,2018-07-04 22:56:50,"He said the events follow ""the reckless and barbaric attack which took place in Salisbury in March"".",42764,19287,1
www.nzherald.co.nz,2018-07-05 00:00:00,A spokesperson from The Warehouse Group said they were unable to comment on the matter.,80846,14006,1
www.asianage.com,2018-07-05 00:48:00,Rishi delivered 20 rotis - the Bhatia family hadn't ordered curry or anything else - and was paid Rs 200.,236627,9044,1
wsvn.com,2018-07-18 00:00:00,"Officials said the flames were contained to the rear of the house, and they were able to put it out before they spread.",69117,873,1
www.standardmedia.co.ke,2018-07-05 00:00:00,The initial idea was the fund should make up at least 5 per cent of the national budget.,502899,11704,1
www.scmp.com,2018-07-05 00:35:18,"She is reportedly physically restricted at an unknown location and suffers from severe psychological distress,” UN independent experts on enforced disappearances, arbitrary detention, and human rights defenders said in a joint statement.",501209,9163,1
www.channelnewsasia.com,2018-07-05 02:35:42,"Advertisement
""Iran’s nuclear activities have always been for peaceful purposes, but it is Iran that would decide on its level of cooperation with the IAEA,"" Iranian state news agency IRNA quoted Rouhani as saying after meeting IAEA head ​​​​​​​Yukiya Amano in Vienna.",205965,7243,3
pakobserver.net,2018-07-05 00:28:46,Share on: WhatsApp,174811,9503,1
www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,The festival is the major annual event for Mary Valley Artslink and president Heinke Butt said she was enthusiastic about the judges on board this year.,427793,5512,1
www.tvnz.co.nz,2018-07-05 00:00:00,"To be pulling on the No.8 jersey will be weird but very exciting,"" Arrow said.",85350,11430,1
ew.com,2018-07-25 00:00:00,"By the final third of this movie though, I’m not sure if you can call it symbolism at all, when it’s just the thing itself and not a representation of it: when people haven’t been murdering enough, the fascist government sends in mercenary racists to systemically gun people down.",593236,36,5
www.financialexpress.com,2018-07-05 02:33:16,The first two accounts — both Delhi-based —will be sold on a cash basis.,245225,7267,1
www.sunshinecoastdaily.com.au,2018-07-05 07:03:00,"It is designed by Gubbi Gubbi artist Kerry Neill and features the bunya pine, a symbol commonly found in Gubbi Gubbi paintings, carvings and dances.",428086,3598,1
www.firstpost.com,2018-07-05 00:06:46,"PARIS (Reuters) - France and Germany will send two men, including an Iranian diplomat, to Belgium to face accusations they were involved in a plot to bomb an Iranian opposition rally on the outskirts of Paris, judicial sources said on Wednesday.",195373,10338,1
www.nzherald.co.nz,2018-07-05 00:00:00,Colliers International said this week New Zealand was suffering from a critical hotel room shortage.,80772,13581,1
www.taiwannews.com.tw,2018-07-04 23:08:00,"Technological advances and R&D activities, particularly in the wearable devices sector will lead to an increase in the use of stretchable conductive materials during the forecast period.",1025,18474,1
time.com,2018-07-05 00:00:00,"In an interview with The Oregonian, Bynum said the officer told her a person called to report someone who was spending a long time outside of homes in the neighborhood.",354308,16306,1
japantoday.com,2018-07-05 05:56:00,"An image taken from a July 2014 propaganda video allegedly shows Abu Bakr al-Baghdadi, leader of the Islamic State (IS) jihadist group, adressing worshippers at a mosque in the Iraqi city of Mosul at a time that the militants controlled the city
By -
Russian forces killed the son of Islamic State group leader Abu Bakr al-Baghdadi in a missile attack on a Syrian cave in which he was hiding, Iraqi intelligence said Wednesday.",501397,4504,1
www.ndtv.com,2018-07-04 23:22:34,"I always try to give something special to my fans,"" she said.",643061,17815,1
www.taiwannews.com.tw,2018-07-05 04:05:00,Southgate has been working to remove players from their comfort zone after seeing — as a UEFA technical observer — how Roy Hodgson's England froze under pressure and was eliminated by Iceland in the Euro 2016 round of 16.,533,6237,3
www.dailysabah.com,2018-07-04 23:29:23,Internet use also poses a danger for children as it exposes minors to a wider world of strangers.,198027,17336,3
www.ndtv.com,2018-07-04 23:55:08,"(AFP)
Facing ever-growing scandals over the spending and behavior of his environment agency chief, Scott Pruitt, President Donald Trump appears close to firing the man he appointed to dismantle Barack Obama's green legacy.",643784,16551,1
www.thechronicle.com.au,2018-07-05 01:00:00,THE hard work is done and the fight back is complete.,384895,8768,3
www.tvnz.co.nz,2018-07-05 00:00:00,"""I found a vicious rhythm,"" the 34-year-old Chestnut said after the stuffing session.",85013,11403,1
www.taiwannews.com.tw,2018-07-05 02:22:00,"Winkfield refused to accept the conclusion and took McMath to New Jersey, which accommodates religions that don't recognize brain death.",3288,7420,1
www.nzherald.co.nz,2018-07-05 00:00:00,"Advertisement
She is survived by her husband, sons Michael and Jeff, daughter Barbie Dee and seven grandchildren.",81610,13572,1
www.taiwannews.com.tw,2018-07-05 04:04:00,"By then, it was so dominant that one television announcer was moved to jokingly exclaim, ""Come on, double-fault!""",2563,6260,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"""We are highly afraid something unexpected would happen, that would be a nightmare.""",502996,12604,3
www.channelnewsasia.com,2018-07-05 03:20:34,(Reporting by Frank Jack Daniel and Dave Graham in Mexico City; Editing by Matthew Lewis),204181,6649,0
www.asianage.com,2018-07-05 01:32:00,"In the final diary entry on June 30 (Saturday), there were instructions titled ""Bhagwaan ka raasta (Road to God)"".",236694,8157,1
www.asianage.com,2018-07-05 00:40:00,"— Rajnath Singh (@rajnathsingh) July 4, 2018
The Raj Bhavan sources said that soon after his arrival in Srinagar, Singh held one-on-one meeting with Governor, NN Vohra, to discuss various important issues relating to “security management, implementation of development programmes and positive engagement of the youth in the state.",236637,9115,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"""I can remember even after an eye surgery just weeping and weeping and my mother had to come in and say, 'Stop, you can't cry like that, your eye has got to heal,' and, 'You can't be letting your head hang down like that.'""",503049,12781,3
whdh.com,2018-07-18 00:00:00,"This material may not be published, broadcast, rewritten, or redistributed.)",319584,1282,1
www.eurekalert.org,2018-07-07 00:00:00,"In some instances, those improvements came with a slight reduction in the number of calories produced, because rice has been bred to have higher yields per unit of land.",131759,2591,1
bworldonline.com,2018-07-05 00:08:42,"Mr. Sanz said the group will also be supporting micro, small, and medium entrepreneurs through mentoring programs and regional trade shows.",118038,10224,1
indianexpress.com,2018-07-05 00:59:44,Rahul claimed that the Centre’s demonetisation decision had done nothing but derail business activity at all levels.,228231,8801,1
japantoday.com,2018-07-05 03:30:00,"""But the last nine months have been the most impressive, really, how he was able to still perform and train and commit to all that while everything else was going on.""",501427,6524,2
www.livemint.com,2018-07-04 23:53:02,"“Under Ayushman Bharat, both public and private healthcare systems will get strengthened and work in partnership to provide accessible and equitable healthcare services to all entitled beneficiaries,” he said.",158802,16654,1
www.abc.net.au,2018-07-05 06:40:01,"In these cases, a prescribed amount of illegal drugs was found in 1.38 per cent of all indications, with 19 people prosecuted for supply over two years.",570697,3828,1
whdh.com,2018-07-18 00:00:00,(Copyright (c) 2018 Sunbeam Television.,319743,1294,0
www.channelnewsasia.com,2018-07-05 00:30:42,"The 33-year-old centre back, who has already scored twice from the penalty spot in Russia, does not expect much of a change from the defensive tactics his side have used to get this far.",204661,9386,2
www.filmibeat.com,2018-07-05 00:10:00,"When asked whether they tried to sort out things, Krushna told Spotboye, ""I have been unable to catch hold of him.",60741,10064,1
indianexpress.com,2018-07-05 00:30:54,We have no knowledge about the motive behind the murder.,229877,9363,1
www.abc.net.au,2018-07-05 07:05:16,Associate Professor Chatfield said both numbers should always be given in order to be clear when talking about two proportions; in this case Professor Del Mar should have specified the drop was from 2.3 per cent to 0.9 per cent.,569794,3535,1
www.channelnewsasia.com,2018-07-05 02:45:22,(Writing by Justyna Pawlak and Agnieszka Barteczko; Additional reporting by Karol Witenberg; Editing by Gareth Jones and Peter Graff),203884,7199,0
www.automotiveworld.com,2018-07-11 00:00:00,"Adding, “It’s an interesting fact that when the MX-5 first launched in 1990, the 115ps Mk1 MX-5 cost £14,249 (equal to £31,687 in today’s money), yet 25 years later with vastly more standard equipment, the Mazda MX-5 costs from £18,995 meaning more than ever the Mazda MX-5 sets the benchmark as the one of the world’s best and most affordable sports cars.",248370,1701,1
www.channelnewsasia.com,2018-07-05 02:20:51,Click to see the gallery.,204132,7424,0
www.businessinsider.sg,2018-07-05 00:00:00,"It also has salads, fries, sides, and smoothies, all generally priced around $8 to $12.",232912,15875,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"Kairu, who last month survived an impeachment motion, yesterday claimed that failing to adhere to stipulated budget timelines was part of the reason MCAs wanted to send him home.",503127,12722,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"The search, Mohamud said, was done after the commission obtained a court order.",503144,12240,1
www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,"""Kon's personal experience of racism and passion for human rights led to him volunteering at 25 charities before going on to complete six degrees and become a lawyer, social worker and teacher.",428208,5601,1
www.taiwannews.com.tw,2018-07-05 06:02:00,"His position sparked massive protests and court cases, with Brussels even launching an infringement procedure against Budapest.",1708,4214,1
www.financialexpress.com,2018-07-05 02:19:01,Parekh said he is confident of the strong pipeline of talent for various functions across all companies within the HDFC Group.,245706,7519,1
www.abc.net.au,2018-07-05 04:56:27,"Senator Hanson has previously said she wants a new coal-fired power station, as well as a crackdown on multinationals who do not pay their fair share of tax.",570093,5905,1
japantoday.com,2018-07-05 05:26:00,"Out of the Asian teams, Japan emerged with the most credit after they reached the last 16 and were 2-0 up against Belgium with 21 minutes to go -- before the Belgians launched one of the great World Cup comebacks, clinching a 3-2 win in injury time.",501412,4951,1
www.ekathimerini.com,2018-07-07 00:00:00,Not everyone in the European corridors of power agrees with the “flexible” viewpoint of Commissioner for Economic and Monetary Affairs Pierre Moscovici on Greece meeting its pledges: In interviews on Wednesday the heads of the European Stability Mechanism and the Eurogroup were adamant that Greece must continue on the reform path and not go back on its promises.,422064,2820,3
www.standardmedia.co.ke,2018-07-05 00:00:00,"The Treasury, in a letter to Marjan, said the commission had not obtained relevant approval for the exercise, adding that IEBC had failed to adhere to the requirement that all new recruitment remained frozen as per the Treasury circular No.",502906,12518,0
www.dailysabah.com,2018-07-04 23:03:25,"""The idea sounds crazy,"" admits maverick salvage expert Nick Sloane, the brains behind the tow-an-iceberg scheme.",198084,18827,1
indianexpress.com,2018-07-05 02:53:52,(Representational) It is learnt from sources that the four personnel were in the vicinity at the time of the incident but they could not control the mob after the altercation.,230900,7025,1
www.gympietimes.com.au,2018-07-05 00:01:00,"Leeroy Todd
""This is our town and if we don't get behind all the clubs, it is only time until one falls over.”
It will be a must-win for the Hammers' women to get into the finals when they take on Maroochydore.",24615,11043,1
www.eurekalert.org,2018-07-06 00:00:00,3.,131753,3033,0
www.41nbc.com,2018-07-18 00:00:00,"“I had seen the Spanish boat in my dreams,” said Judith Widianou, who fled violence in Central African Republic with her partner and their 9-year-old son.",50551,770,1
www.nzherald.co.nz,2018-07-05 00:00:00,"They lost track of time, no doubt sleeping fitfully, drinking water dripping from the roof of the cavern, growing ever more hungry and constantly worrying they might not get out.",80394,14634,1
bworldonline.com,2018-07-05 00:34:56,"Addressing the observation that official development assistance (ODA) financing has not been as prompt as initially hoped, Finance Secretary Carlos G. Dominguez III acknowledged that foreign governments’ “procedures can be tedious and long, but it is required by the citizens of that country because it is their money.”
“So we just have to live with that.",117996,9206,1
www.freepressjournal.in,2018-07-05 00:15:14,"For decades, arch-conservatives justified the ban saying that allowing female motorists would promote gender mixing and promiscuity.",364535,9949,3
www.nzherald.co.nz,2018-07-05 00:00:00,Here a number of artists would gather by the shoreline and set up in tents.,81831,13399,1
economictimes.indiatimes.com,2018-07-04 23:47:00,"Iran is an important neighbour for us.""",635420,16857,1
www.abc.net.au,2018-07-05 07:05:16,"Professor Del Mar should instead have talked about the relative drop in infection, which is the effectiveness rate of the vaccine.",569794,3489,3
www.taiwannews.com.tw,2018-07-05 06:02:00,"Read more: Auschwitz: Evolution of a death camp and Holocaust memorial
Critics feared the law would prevent Holocaust survivors and historians from researching the role that some Poles played in Germany's genocide against the Jews.",1243,4244,3
indianexpress.com,2018-07-05 03:25:20,"It is thus logical that there be some compensation to a lender — especially when a customer is poached within a timeframe of say, less than two years,” he said.",229006,6561,3
www.taiwannews.com.tw,2018-07-04 23:46:00,Happiness and joy have been hard to come by during some stretches of Silva's career.,2290,16900,3
www.nzherald.co.nz,2018-07-05 00:00:00,The expert rescue divers now with them will be doing their utmost to make the boys relaxed at the idea of a long journey under water.,81515,14599,1
www.ndtv.com,2018-07-05 00:27:54,"""We are also holding talks with Railway Protection Force (RPF) to deploy women RPF guards in the proposed women railway station,"" Mr Bhaskar said.",643683,9507,1
www.standardmedia.co.ke,2018-07-05 00:00:00,He won the two mile race in Eugene in May and then triumphed in 5000m in Stockholm with a world-leading 13:04.05.,503084,11644,1
www.scmp.com,2018-07-05 03:48:55,But the festival quickly became notorious when the accommodation turned out to be dome tents and the food cheese sandwiches; attendees also found themselves stranded at the airport when they tried to leave.,501024,6421,3
www.businessinsider.sg,2018-07-05 00:00:00,Taïm has a harissa falafel made with Tunisian spices.,232912,15881,1
www.thechronicle.com.au,2018-07-05 05:00:00,"""So we can have this up and running in five to six months from when they sign a commercial agreement.”
The Chronicle editor Steve Etwell said he encouraged proud Toowoomba residents to get on social media and share the hashtag #Qantas4twba, to help highlight the community support for the proposal.",384874,5323,1
www.freepressjournal.in,2018-07-05 00:15:47,"In April, a group of investors led by founder of Dubai-based White City Ventures Shahal Khan and Kamran Hakim of the Hakim Organisation, a large private New York landlord, had reached a deal to buy the property.",364675,9932,1
www.livemint.com,2018-07-04 23:50:42,"China is at the heart of this entire debate, especially from a national security perspective,” said one among the two.",158834,16722,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"Although she has thought about visiting him, for now she is keeping her distance.",503049,12806,1
www.firstpost.com,2018-07-07 00:00:00,"The government made a provision of Rs 15 crore for implementing the pension scheme for journalists, called Acharya Balshastri Jambhekar Sanman Yojana.",195275,2390,1
indianexpress.com,2018-07-05 00:02:37,"We wanted to know, no, not about Rahul Gandhi’s latest holiday, or the “Grand Alliance” to oust Narendra Modi, but about pipes: 11 of them, precisely, on the wall of the Bhatia home, shown repeatedly on TV news.",228155,10809,3
www.businessinsider.sg,2018-07-05 00:00:00,"source Hollis Johnson
It’s confusing yet delicious.",233073,15680,3
www.nzherald.co.nz,2018-07-05 00:00:00,"In order to get them out ahead of the bad weather forecast for later in the week, they might need to use diving gear while being guided by professional divers, he said.",80546,12997,1
www.freepressjournal.in,2018-07-05 01:15:35,"International Bikini Day is celebrated on July 5, a day that marks the anniversary of a two-piece bathing suit in 1946 by a Parisian Fashion Designer Louis Reard.",364878,8512,1
www.channelnewsasia.com,2018-07-05 03:50:33,That includes Iran.,205415,6417,0
www.dailymail.co.uk,2018-07-04 23:06:50,"* The weaponisation of any chemical is banned under the 1997 Chemical Weapons Convention, of which Moscow is a signatory.",260705,18537,1
www.channelnewsasia.com,2018-07-05 03:30:46,The coffin was separated.,204093,6494,1
www.nzherald.co.nz,2018-07-05 00:00:00,Researchers Dr Ross Wilson and Professor Haxby Abbott from the University of Otago's Centre for Musculoskeletal Outcomes Research at the Dunedin School of Medicine said the Government needed to take action to address the situation.,79727,14866,1
www.channelnewsasia.com,2018-07-05 00:15:44,Click to see the gallery.,203986,9937,0
japantoday.com,2018-07-05 04:30:00,Martinez now faces a tricky decision concerning his line-up with Nacer Chadli and Marouane Fellaini pressing for starts after coming off the bench against Japan to turn the game around in the last half an hour.,501444,6120,3
www.dailymail.co.uk,2018-07-04 23:02:59,- Wozniacki on Makarova.,256762,18887,0
www.abc.net.au,2018-07-05 07:05:16,"""Not all patients get a diagnostic test after getting influenza infection, and the test isn't completely sensitive, for example if the swab isn't taken well [it may not give accurate results],"" Professor Cheng said.",569794,3544,1
www.businessinsider.sg,2018-07-05 00:00:00,A new study from researchers at Northeastern University contradicted the popular belief that your phone is secretly recording you in order to serve you targeted ads.,233065,15812,1
www.nzherald.co.nz,2018-07-05 00:00:00,"Dee Dee Warwick, the niece of Cissy Houston and sister to Dionne Warwick, was the alleged abuser.",79754,14254,1
www.dailymail.co.uk,2018-07-04 23:12:18,'How is that any of your business what tone I used to speak in my video message?',249724,18283,0
whdh.com,2018-07-18 00:00:00,"This material may not be published, broadcast, rewritten, or redistributed.)",319742,1104,0
www.moneycontrol.com,2018-07-05 00:00:00,It comes with premium black upholstery with contrasting door inserts.,651128,15148,1
economictimes.indiatimes.com,2018-07-04 23:44:00,"They account for 255 Lok Sabha seats, almost half the strength of the House.",635158,16929,1
www.dailymail.co.uk,2018-07-04 22:48:59,"In Colorado, the wildfire danger forced some communities to cancel their July 4th fireworks.",254637,19769,1
www.dailyexaminer.com.au,2018-07-05 03:53:06,"Cr Tate said a working committee was being set up with the State Government's Department of Innovation and Tourism Industry Development, council's Infrastructure Directorate, key representatives of the city's dive and marine industries, as well as marine engineers.",692446,6370,1
indianexpress.com,2018-07-05 03:08:34,Further down is Walter D’Souza garden named after the hockey player who represented India at Olympics.,228418,6810,1
scroll.in,2018-07-04 22:57:04,"In a lengthy interview conducted with Danish director Bart van Broekhoven in 2007, Muller discussed his approach to cinematography, his love for monochrome and his embrace of the digital medium.",309247,19255,1
www.freepressjournal.in,2018-07-10 00:00:00,"Kunal Khemu: The newest addition to the Golmaal franchise (he entered as a brat in Golmaal 3), Kunal Khemu might another get small boost if directors Raj & DK actually get down to the sequel to their cult comic classic Go Goa Gone, which they have announced after many years of rumors.",364563,1888,3
www.tvnz.co.nz,2018-07-05 00:00:00,"""Both are British nationals and are local to the area.""",85529,11419,1
www.freepressjournal.in,2018-07-05 00:19:45,"As of March 2018, gross NPAs and net NPAs were at 11.6 per cent and 6.2 per cent, respectively.",365102,9693,1
time.com,2018-07-18 00:00:00,"And on Wednesday night, you can skip paying exorbitant ticket prices in favor of loading up a free live stream of “Disney’s Celebrate America!",354658,1346,3
www.standardmedia.co.ke,2018-07-04 22:59:35,"A picture of a white boy in the midst of Kenyan teammates keep popping up in social media, often with an outpouring of love of the lad who would grow to play for Sweden.",502925,19104,1
www.news18.com,2018-07-20 00:00:00,"Given the 12-hour time difference, that would have put its implementation ahead of Washington's.",200071,90,1
indianexpress.com,2018-07-05 00:04:29,This explains the other face of the monk — his social activism and compassion.,230588,10686,3
www.taiwannews.com.tw,2018-07-05 00:24:00,“The cloud is in the DNA of our company.,1141,9591,3
www.financialexpress.com,2018-07-05 01:50:10,"In fact, I would suggest buying these instead of costlier audiophile headphones as there is not much to differentiate the experience.",244727,7887,3
www.nzherald.co.nz,2018-07-05 00:00:00,He said regional powers should discuss mutual complaints and negotiate a compromise.,81197,13318,1
indianexpress.com,2018-07-04 23:42:00,"It read, “(i) Players: The participation of players shall be restricted to only those players who are registered with the Staging Association and qualify to represent the said Staging Association for the purpose of BCCI Domestic Tournaments.",228492,16996,1
www.nzherald.co.nz,2018-07-05 00:00:00,"""That's all.""",81552,14115,0
www.ndtv.com,2018-07-05 00:09:38,"Only a few years ago, the appearance of a sports car with the famous horse logo would have drawn a small crowd of onlookers, but today, Ferraris no longer stop traffic in Warsaw.",643672,10131,2
www.standardmedia.co.ke,2018-07-05 00:00:00,"I will pay you, but not today.",503103,11789,1
www.channelnewsasia.com,2018-07-05 00:30:55,"Patients at these clinics have higher-than-average rates of smoking, so it's particularly important to address these disparities, said Dr. Steffani Bailey, a family medicine researcher at Oregon Health & Science University School of Medicine in Portland.",206962,9319,1
www.thenews.com.pk,2018-07-05 00:00:00,Rouhani said earlier in the day Tehran would stand firm against US threats to cut Iranian oil sales.,637407,11542,1
www.taiwannews.com.tw,2018-07-05 05:40:00,L_Madson 2-4.,1918,4701,0
www.abc.net.au,2018-07-05 04:50:26,"""It is not just our goal to produce one live northern white rhino — we are now pretty sure we can produce it in the next three years — but we can also produce a wider genetic population.""",570481,5958,2
www.americanthinker.com,2018-07-20 00:00:00,These are not Resistance fighters.,450525,439,1
www.abc.net.au,2018-07-05 00:01:32,"He told a community forum in Tasmania, where he is campaigning ahead of the Braddon by-election, that Western Australia had been unfairly treated in the GST carve-up.",570848,10950,1
www.hindustantimes.com,2018-07-05 00:00:00,"While the pothole situation in Thane might be better than the neighbouring corporations, some of the roads are still in bad condition.",457073,15180,1
www.nzherald.co.nz,2018-07-05 00:00:00,Mire also featured in two dismissals during Pakistan's innings as he took a fine catch in the deep to dismiss Haris Sohail.,81026,13810,3
www.standardmedia.co.ke,2018-07-05 00:00:00,"To answer all the questions, we must be able to answer the first one.",503136,11859,1
www.pulse.ng,2018-07-04 22:55:00,"""Today they are proceeding with infrastructure work to facilitate the demolition and forcible transfer of residents,"" Amit Gilutz, spokesman for B'Tselem, told AFP.",239792,19396,1
www.taiwannews.com.tw,2018-07-05 01:27:00,"Dee Dee Warwick, the niece of Cissy Houston and sister to Dionne Warwick, was the alleged abuser.",2573,8252,1
www.nzherald.co.nz,2018-07-05 00:00:00,We are left with a system so bedevilled by tensions and contradictions that it cannot work as effectively as we would like.,79836,14805,1
www.dailysabah.com,2018-07-04 22:57:08,"The actions comes amid a high-profile court fight over Harvard University admissions that has attracted the government's attention, as well as Supreme Court turnover expected to produce a more critical eye toward schools' race-conscious admissions policies.",197921,19214,1
indianexpress.com,2018-07-04 23:19:43,"(Source: Express file photo) Inderjeet Singh was provisionally suspended on July 26, 2016.",229598,17895,1
www.livemint.com,2018-07-04 23:25:03,"The airline is also offering international travel to Kaula Lampur from cities such as Bhubaneswar, Chennai and Hyderabad at fares as low as ₹3,999 and to international destinations such as Bangkok, Phuket, Pattaya and Krabi at ₹4,299.",159023,17626,1
www.businessinsider.sg,2018-07-05 00:00:00,"“We bought Seedcamp, now there’s Earlybird, and we entered France by ourselves.",233056,16026,1
www.gympietimes.com.au,2018-07-05 00:01:00,Ben Shepherd.,24615,11026,0
whdh.com,2018-07-18 00:00:00,(Copyright (c) 2018 Sunbeam Television.,319742,1102,0
www.newsx.com,2018-07-04 23:36:39,The ruling has come after the real estate company could not able to deposit Rs 1000 crore in order to pay to home-buyers.,15327,17126,1
www.gympietimes.com.au,2018-07-05 00:01:00,"Anyone at her hotel who finds themselves in some sort of trouble can now ""ask for Angela”.",24524,11013,1
www.dailymail.co.uk,2018-07-04 22:47:49,"The parade was a sight to behold, with the local marching band playing music and moving along in step.",258702,19889,3
www.thechronicle.com.au,2018-07-05 06:00:00,"""Then I joined MARC Cars Australia and competed in the Bathurst 12-hour - we won that race and then they asked me if I'd be interested in driving in Europe with them.",384782,4417,1
www.financialexpress.com,2018-07-05 00:27:16,"“Our effort is to work out with major players to achieve coherence in the region,” said a source.",245559,9514,1
www.businessinsider.sg,2018-07-05 00:00:00,Trump’s bullish rhetoric is likely going to bolster Maduro’s standing at home.,233117,16160,0
www.abc.net.au,2018-07-05 04:50:26,"The frozen sperm was a bit sluggish at first, but after zapping it with electricity the team were able to successfully produce early-stage embryos known as blastocysts.",570481,5926,1
www.nzherald.co.nz,2018-07-05 00:00:00,"""We just thought now that they're spending $6 million on management salaries that perhaps they could come up with something a little more original, which would show a little more initiative without making people redundant.",80846,14016,3
www.sunshinecoastdaily.com.au,2018-07-05 06:14:00,"Keperra Classic
THE Coast's top junior golfers will play in the Titleist 2-Day Winter Classic at Keperra on Monday and Tuesday.",428082,4024,1
www.nzherald.co.nz,2018-07-05 00:00:00,"While all this was being digested, Peters' colleague NZ First MP Mark Patterson had uncovered the real threat to New Zealand's prosperity and set out to eliminate it.",81052,14772,3
www.taiwannews.com.tw,2018-07-05 06:02:00,The ad was published in the name of Israeli Prime Minister Benjamin Netanyahu and his Polish counterpart Mateusz Morawiecki.,1243,4240,1
www.41nbc.com,2018-07-18 00:00:00,I can’t believe it.,50608,746,3
www.standardmedia.co.ke,2018-07-04 23:27:16,"""At the moment, I can't share with the press what is troubling us in the dressing room.",502993,17414,1
www.firstpost.com,2018-07-04 23:42:38,"On Centre Court and Court One, Wimbledon's two biggest stadiums, two women's singles matches, including Venus and seven-time winner Serena, entertained the sell-out crowd in each prestigious arena, alongside only one men's match in each.",196203,16948,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"Mr Gachobe said the officials, including the Rift Valley regional coordinator, Mongo Chimwaga, and County Commissioner Joshua Nkanatha, should be probed over last week's payout.",503125,12457,1
whdh.com,2018-07-18 00:00:00,"A 46-year-old woman was riding the scooter when the SUV struck her on Middlesex Street around 10 p.m., police said.",319523,1215,1
www.nzherald.co.nz,2018-07-05 00:00:00,During October he made transactions at local bars and TAB outlets throughout the Central Districts using the victim's eftpos card.,81841,13191,1
www.thechronicle.com.au,2018-07-05 06:00:00,"Simone Stanton
RUGBY LEAGUE: A simple act of goodwill has sparked an outpouring of emotion on social media among the Toowoomba Rugby League community.",384793,4432,3
www.standardmedia.co.ke,2018-07-05 00:00:00,Pheeraphat's family still have a birthday cake in the fridge waiting for his return home.,503050,12632,1
www.nzherald.co.nz,2018-07-05 00:00:00,"Advertisement
The settlement deal includes corporate restructuring that gives the two Russian banks a big stake in the company, prompting fears in Croatia that the Kremlin has been strategically trying to increase its political influence in the European Union's newest member.",80290,15035,1
sputniknews.com,2018-07-04 23:08:00,"It's something that brings people together on a very large scale and we need recognition of that and recognition of the importance of football in the country,"" the representative added.",128807,18497,3
www.eurekalert.org,2018-07-07 00:00:00,"The GBT has spent more than 400 hours observing this system, taking data and calculating how each object moves in relation to the other.",131750,2471,1
www.taiwannews.com.tw,2018-07-05 06:02:00,"Read more: SIPRI: Nuclear weapons are still being developed
""Politically, there is no trust between the US and North Korea.",2953,4195,1
indianexpress.com,2018-07-05 01:31:45,"“After the Gokhale Bridge incident, there is a greater need to revise the rules for conducting inspection of bridges.",227923,8186,3
ew.com,2018-07-25 00:00:00,"Where the Purge movies could have been about the slow — and then terrifyingly rapid — dismissal of morality and social norms, like High-Rise, it chooses instead to skate through those haunted house scares and clunky symbolism.",593236,35,3
www.firstpost.com,2018-07-05 00:06:10,"According to CricketNext, who gained an access to the report, the CoA highlighted the Special General Meeting held by the working body, claiming it was an attempt to bypass the decisions taken by the committee.",195062,10444,1
