score,domain,date,text,paper_id
3,www.gympietimes.com.au,2018-07-05 00:01:00,PLAYMAKER: Hammers' Liam Urwin will be a key player to crack the Nambour forwards.,24615
3,www.nzherald.co.nz,2018-07-05 00:00:00,Russell McVeagh senior partner Pip Greenwood said they were grateful to Dame Margaret for agreeing to conduct the review.,79830
3,www.nzherald.co.nz,2018-07-05 00:00:00,The woman said she had never sold a customer something they could not afford but others had.,81870
0,www.standardmedia.co.ke,2018-07-05 00:00:00,"Does that also tell us the supposed fight against corruption is a lie to besmirch, perhaps even a ploy to renege on an insincere pledge that weighs heavily on some individuals?",503174
3,www.ekathimerini.com,2018-07-07 00:00:00,"It is always something bad and something major, from a war to a major economic crisis.",421977
0,indianexpress.com,2018-07-05 00:54:46,"Throw him in the Tests, I say!”
Brief Scores: India 163/2 (Rahul 101*) beat England 159 /8 (Buttler 69, Kuldeep 5-24) by eight wickets.",228271
3,www.freepressjournal.in,2018-07-05 00:13:11,"I kept it there to surprise him.”
As the hours passed they knew something was wrong, in a tight-knit community now wracked by anxiety for the boys’ return.",364930
2,www.nzherald.co.nz,2018-07-05 00:00:00,"Boullier, who joined the British team in 2014, had overseen its worst run across its 52-year history.",81067
0,www.nzherald.co.nz,2018-07-05 00:00:00,"___
More AP auto racing: https://racing.ap.org",81610
3,indianexpress.com,2018-07-05 00:00:48,I am interested in how art can express or reflect societal concerns as am I interested in empowering people to follow their vision and live develop their potential.,231504
3,indianexpress.com,2018-07-05 00:59:44,He said that Prime Minister Narendra Modi has broken the “backbone” of small traders while benefitting big businessmen.,228231
3,www.firstpost.com,2018-07-05 00:06:40,Talks are expected this fall over which environmental projects will be available to airlines for purchase as offset credits.,196176
3,www.ekathimerini.com,2018-07-21 00:00:00,"Like many young people today, they left for a better future overseas.",422071
3,www.foxsports.com,2018-07-07 00:00:00,He's the only one.,406313
3,www.automotiveworld.com,2018-07-11 00:00:00,"“We’re focused on the way people use the cars they own, which sets us apart.",248476
3,armenpress.am,2018-07-09 00:00:00,The Eurasian Economic Commission (EEC) puts great hopes on the activities of the Astana International Finance Centre (AIFC).,401690
3,www.americanthinker.com,2018-07-20 00:00:00,"Nearly the same number of children, in one case killed or murdered and in the other case stranded in a cave, yet the whole world is mobilized by the left-wing media swarming over the latter.",450523
3,www.taiwannews.com.tw,2018-07-05 06:02:00,"Blowing things out of proportion
There is a huge discrepancy between Orban's fierce anti-refugee rhetoric and the reality in EU.",1708
3,www.dailystar.co.uk,2018-07-04 22:50:00,"""All the towns have a heritage and history and their reason for uniqueness needs to be brought to the fore.",212494
3,www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,And also because I think Mr John Butler might have a bit of competition in the idol stakes.,428029
2,www.ibtimes.co.in,2018-07-04 23:23:14,"Nope, not a good option either!",624638
3,www.thechronicle.com.au,2018-07-05 07:55:24,"""Saying 'no-one loses' is easy.",384751
3,www.ndtv.com,2018-07-05 00:14:44,"""In a letter to parents, a spokesperson for the school blamed 'increasing regulatory requirements, difficulties in recruitment and retention of teachers, ready availability of free state-funded Hindu schools, and declining pupil numbers' for the move.",642783
0,www.dailymail.co.uk,2018-07-04 23:02:59,"1 Roger Federer beat Lukas Lacko 6-4, 6-4, 6-1; No.",256762
2,indianexpress.com,2018-07-05 01:45:08,Karma Sonam Bhutia The crack on the bridge on Grant Road.,230528
3,www.automotiveworld.com,2018-07-11 00:00:00,"This shared vision launches an ambitious model that can inspire many cities in France and around the world.”
*Automotive World is not responsible for the content of this news release.",248414
3,www.americanthinker.com,2018-07-20 00:00:00,And they certainly should not be compared to members of the underground “Resistance” (a term today’s protesters have obscenely appropriated) during World War II who risked their lives and the lives of their families in armed combat against the vastly superior forces of the German Reich.,450525
3,www.businessinsider.sg,2018-07-05 00:00:00,"We spoke to psychologists about the possible reasons for inherent racism, and what the current research says about why people’s behaviours alter as they age.",233153
0,www.motherjones.com,2018-07-20 00:00:00,You can sign up at the bottom of the story.,484538
3,www.channelnewsasia.com,2018-07-05 05:45:20,The World Trade Organization said in a report on Wednesday that trade barriers being erected by major economies could jeopardize the global economic recovery and their effects are already starting to show.,203970
3,www.channelnewsasia.com,2018-07-05 01:35:48,"That works out at roughly 10 times core earnings before interest, taxation, depreciation and amortization (EBITDA), which a second banker said would be the most the seller could hope to get.",206214
3,japantoday.com,2018-07-05 05:26:00,"""They can look forward to 2022 and an AFC-hosted World Cup in Qatar with the hope of being one of the nations causing some of the famous upsets we've seen so far in Russia.""",501412
3,www.pulse.ng,2018-07-05 00:04:00,Russia's healthcare system is largely antiquated and many state-of-the-art surgeries are not performed in the country.,239837
3,www.freepressjournal.in,2018-07-05 00:13:11,“It’s very good to see he is safe.,364930
0,indianexpress.com,2018-07-05 01:49:25,"(AP Photo)
Pakistan had five balls to spare when it beat Zimbabwe by seven wickets on Wednesday and eliminated the African host from the Twenty20 tri-series tournament.",228682
3,www.automotiveworld.com,2018-07-11 00:00:00,The Mazda MX-5 reaffirms Mazda’s dominance of the affordable sports car sector.,248370
3,japantoday.com,2018-07-05 04:30:00,"""These two teams are constructed to score and to win matches.",501444
3,ew.com,2018-07-25 00:00:00,"And early on, The First Purge teaches us that police aren’t a helpful factor in the lives of our characters: pre-Purge, a junkie slices a young drug-dealer in the face with a razor blade in his mouth.",593236
3,www.nzherald.co.nz,2018-07-05 00:00:00,The Colombian players asked for VAR [Video Assistant Referee intervention] and he did not give it to them.,81729
3,www.ibtimes.co.in,2018-07-04 23:23:14,"But, nothing ruins a Fourth of July cookout like food poisoning.",624638
0,www.nzherald.co.nz,2018-07-05 00:00:00,"Advertisement
Schedule: Thursday, practice, 2:05 & 4:05 p.m. (NBCSN); Friday, qualifying, 4:10 p.m. (NBCSN); Saturday, race, 7 p.m., NBCSN.",81576
3,www.abc.net.au,2018-07-05 05:11:05,"Meanwhile, the cinematic potential of Shelley's own life has been largely overlooked.",570572
2,www.taiwannews.com.tw,2018-07-05 04:39:00,There are no such marriage lists for the men.,2080
3,www.nzherald.co.nz,2018-07-05 00:00:00,"In theory, some European companies could benefit, jumping into market niches if Chinese businesses are kept out of the US market.",81217
3,www.taiwannews.com.tw,2018-07-05 04:05:00,But Southgate hasn't tried to hide away from his own misfortune in the glare of the world — from the self-deprecating Pizza Hut advertisement at the time to talks with the England squad now under his command.,533
3,www.nzherald.co.nz,2018-07-05 00:00:00,"If we want to reduce violent crimes, maybe we need to start in the home.",79593
3,www.nzherald.co.nz,2018-07-05 00:00:00,"""As is often the way with matters such as this, he has nothing to show for the amount taken from the victim.""",81841
3,www.news-mail.com.au,2018-07-05 06:46:37,"""I think mentioning Alfie Langer today was incredibly disrespectful of Alf and a classic Labor Party tactic, which is we need a diversion, we need another shiny ball to take the attention away from that,"" he told 4BC radio.",86503
2,www.foxsports.com,2018-07-07 00:00:00,We knew they were going to make some roster changes.,406313
3,www.nzherald.co.nz,2018-07-05 00:00:00,"Dee Ann Andretti, the wife of famed driver Mario Andretti and matriarch of one of the most prominent families in motorsports, has died.",81610
3,indianexpress.com,2018-07-04 23:48:51,It’s a big team and I felt I could contribute more.,229074
3,www.radiotimes.com,2018-07-09 00:00:00,“I was a bit nervous at first because I had never heard of sepsis and didn’t know what it does to you.,29821
3,www.taiwannews.com.tw,2018-07-05 04:05:00,Southgate has been working to remove players from their comfort zone after seeing — as a UEFA technical observer — how Roy Hodgson's England froze under pressure and was eliminated by Iceland in the Euro 2016 round of 16.,533
3,www.moneycontrol.com,2018-07-05 00:00:00,Volvo has about 21 dealers across the country and has plans to add one new dealer each month over the next five months.,651128
3,www.nzherald.co.nz,2018-07-05 00:00:00,"For the good of all our children, and our nation as a whole.",79836
0,www.taiwannews.com.tw,2018-07-05 05:56:00,"___
More AP baseball: https://apnews.com/tag/MLBbaseball",713
3,www.41nbc.com,2018-07-18 00:00:00,“I’ve waited for this day too long.,50608
3,www.businesstimes.com.sg,2018-07-05 00:00:00,That's a significant dialling back from expectations of tightening just a month earlier.,693993
3,www.standardmedia.co.ke,2018-07-05 00:00:00,"With only two NWR females left and all the available semen from only four dead males, ART alone would likely lead to a population without the genetic diversity required for a species to thrive.",502996
3,www.nzherald.co.nz,2018-07-05 00:00:00,"Patterson declared this heme-enhanced meal an Enemy of the State, ruling the burgers ""pose an existential threat to New Zealand's second biggest export earner.""",81052
3,www.thechronicle.com.au,2018-07-05 05:00:00,"""Agriculture is our mainstay in the Maranoa and always has been, always will be.",384973
0,www.taiwannews.com.tw,2018-07-05 04:04:00,"___
Follow Howard Fendrich on Twitter at http://twitter.com/HowardFendrich
___
More AP tennis coverage: https://www.apnews.com/tag/apf-Tennis",2563
2,www.channelnewsasia.com,2018-07-05 01:41:00,"""They're in my mouth and in my hair and everywhere - we need to do something.",204560
3,www.channelnewsasia.com,2018-07-04 23:20:44,Belgium's quarter-final battle with Brazil will be a classic encounter between an unstoppable force and an immovable object when the tournament's joint best defence comes up against its most free-scoring attack in Kazan on Friday.,204010
3,www.financialexpress.com,2018-07-05 01:55:31,This is a blessing for the elderly who live alone.,245004
0,www.standardmedia.co.ke,2018-07-05 00:00:00,"| Published Thu, July 5th 2018 at 00:00, Updated July 4th 2018 at 20:49 GMT +3
From left.",503179
3,www.freepressjournal.in,2018-07-05 00:13:11,I’m fine.,364930
0,www.pulse.ng,2018-07-04 22:51:00,"Bello Isa Ambarura (Commerce, Industries, Trade and Investment)",239847
0,wsvn.com,2018-07-18 00:00:00,Please check back on WSVN.com and 7News for more details on this developing story.,69310
3,www.pulse.ng,2018-07-04 22:55:00,Forcible transfer is considered a violation of the Geneva Conventions.,239792
3,www.dailymail.co.uk,2018-07-04 22:55:36,The battle for drug territory in the region spilled over into a wave of drive-by shootings and public beatings which police feared were endangering the public.,250674
0,indianexpress.com,2018-07-05 03:08:34,Gol Masjid on Anandilal Podar Road.,228418
3,www.channelnewsasia.com,2018-07-05 04:15:21,The new spending legislation in Bosnia's two regions is widely seen as part of campaigning by ruling parties ahead of the Oct. 7 parliamentary and presidential elections.,204588
0,pakobserver.net,2018-07-05 00:33:26,Share on: WhatsApp,174236
3,www.asianage.com,2018-07-05 05:32:00,"It is merely a promise, the fulfilment of which depends on government procurement and intensive support, something that has been lacking till now,” he added.",236629
3,www.businessinsider.sg,2018-07-05 00:00:00,"Rather than opting for the traditional choices like “A Christmas Story” or “It’s a Wonderful Life” or “Elf” that people would most likely watch anyway, I present a dark horse alternative.",233091
3,www.motherjones.com,2018-07-20 00:00:00,"No one fights for justice/equality quite like Elizabeth Warren & no one fought for justice/equality quite like Thurgood Marshall.”
“Rebel”
“Tuffy because she needs someone tough by her side.”
“Raza, it means hope.",484389
3,www.channelnewsasia.com,2018-07-04 23:01:04,"Mickael Ichkhanian, the former groundskeeper at the Leo Lagrande stadium, where Mbappe made his debut, said the community was fortunate to have such a son, one who displays a maturity beyond his years on and off the pitch.",204230
0,www.taiwannews.com.tw,2018-07-05 00:02:00,"Read more: Malaysia's Anwar Ibrahim: from prisoner to prime minister-in-waiting
Reckoning ahead
Despite their jubilance that justice is finally being meted out, Malaysians are remaining rather pragmatic.",1589
3,www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,Because that's the sort of bloke I am.,428029
3,www.channelnewsasia.com,2018-07-05 05:19:00,"Words of encouragement are important.""",205367
3,bworldonline.com,2018-07-05 00:31:46,"“They firmly believe that free trade is a powerful engine for global economic growth.”
Despite Mr. Trump’s tariffs on European metals exports and threats to hit the EU’s automobile industry, Brussels shares Washington’s concern about China’s closed markets and what Western governments say is Beijing’s manipulation of trade to dominate global markets.",118004
3,www.thechronicle.com.au,2018-07-05 05:00:00,Our schools - private and public - are the equal of any in Australia.,384855
0,www.nzherald.co.nz,2018-07-05 00:00:00,"Online: http://www.nascar.com
___
CAMPING WORLD TRUCK
Last race: Brett Moffitt won for the second time in three starts at Chicagoland.",81576
3,bworldonline.com,2018-07-05 00:34:56,"“We’re trying to do a catch-up plan so that the improvement and the renovation in Surigao will come in a reasonable time… It’s a little bit delayed because the fund was supposed to come from another agency so we had to wait,” Mr. Tugade said.",117996
3,www.dailyexaminer.com.au,2018-07-05 03:53:06,"""I surveyed the proposed site for a warship and I agree this would be the easiest location for this pyramid structure.",692446
2,indianexpress.com,2018-07-05 00:05:07,"These vested interests need to be countered by the combined pressure of public opinion, with support from the media and NGOs.",229077
0,www.news-mail.com.au,2018-07-05 07:10:49,PLASTIC bags.,86643
0,www.sunshinecoastdaily.com.au,2018-07-05 07:00:00,"ROBERT S BUICKs
Mountain Creek",427997
3,www.taiwannews.com.tw,2018-07-05 00:02:00,"The neighbors are watching
Najib's arrest and imminent trial may also have international implications, which could prove discomfiting to some Southeast Asian nations.",1589
3,www.sunshinecoastdaily.com.au,2018-07-05 07:00:00,"Perhaps Mr Murray needs to get out more and experience the realities of serving a community, planning for its future, providing a vast array of services, managing and preserving local environmental assets and pursuing opportunities that will deliver more opportunities for residents.",428108
3,www.nzherald.co.nz,2018-07-05 00:00:00,It stated that the victimt was devastated when she learned what had happened and it took her some time to get over the impact of her trust being breached.,81841
3,www.dailyexaminer.com.au,2018-07-05 00:01:00,"""This will allow us to review all options and assess the best way to move forward to ensure the best dive opportunity is created.",692277
3,www.freepressjournal.in,2018-07-10 00:00:00,"Kunal Khemu: The newest addition to the Golmaal franchise (he entered as a brat in Golmaal 3), Kunal Khemu might another get small boost if directors Raj & DK actually get down to the sequel to their cult comic classic Go Goa Gone, which they have announced after many years of rumors.",364563
3,indianexpress.com,2018-07-05 00:04:33,"One may follow any fad at all in private, so long as laws are not broken or the modesty of the home outraged.",230387
3,japantoday.com,2018-07-05 04:30:00,"""We have worked hard over two years for this and we are as ready as we ever can be.",501444
3,www.americanthinker.com,2018-07-20 00:00:00,“There’s not the norms that used to hold; they are not holding anymore.” He worries about “a slide toward a totalitarian situation” in which Congress and others are afraid to speak up against President Trump.,450575
2,www.nzherald.co.nz,2018-07-05 00:00:00,They need us.,81550
3,www.dailymail.co.uk,2018-07-04 22:48:43,"'Their arguments are so emotional': Love Island Australia's evicted couple Shelby Mills and Dom Thomas [pictured] weighed in on the shocking scene between Erin Barnett and Eden Dally
'They'll be firing shots at each other, and then literally two minutes later, they'll be laughing and playing around,' Shelby said of Erin and Eden's relationship.",254264
0,www.dailystar.co.uk,2018-07-04 22:50:00,Is the Great British high street dying?,212494
3,www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,"He has a profound love of fitness, ranging from his work with Les Mills studios in New Zealand to his own personal training businesses, and cycling is just the cherry on top.",427863
3,pakobserver.net,2018-07-05 00:29:07,Nisar said this all has been happening against him for the past 10 months.,174600
3,www.thechronicle.com.au,2018-07-05 05:00:00,I'd love to live here forever.,384841
0,www.financialexpress.com,2018-07-05 02:15:09,"“The bank is proposing to sell (i) 6,25,000 equity shares of face value Rs 10 each of NSDL e-Governance Infrastructure, which is 1.563% of the total paid-up equity capital with a floor price of `910 per share, (ii) 2,25,000 equity shares of NSDL which is 0.563% of the total paid-up equity capital at floor price of `860 per share, (iii) 4,00,000 equity shares of NSDL which is 1.00% of the total paid-up equity capital at floor price of Rs 860 per share, (iv) 48,00,000 equity shares of Sidbi which is 0.90% of the total paid-up equity capital with a floor price of `260 per share,” Dena Bank said in the notice on Wednesday.",243983
3,www.abc.net.au,2018-07-05 04:50:26,"Last-ditch effort could save other species
Professor Renfree said having low biological diversity was better than not having the animals at all.",570481
3,www.standardmedia.co.ke,2018-07-04 22:49:00,"This has been made possible through strengthening of national institutions, consolidating peace and security, cultivating national unity, spearheading women empowerment and gender equality.",503085
3,www.standardmedia.co.ke,2018-07-05 00:00:00,"“As a matter of fact, the other students disowned their counterpart as having concocted a story for her selfish interests.",503054
3,people.com,2018-07-11 00:00:00,"Later, Rachel Swindler and Angela Rummans, who are white, discussed their skin color in a way many felt was racially insensitive, and Rummans used the term “ghetto.”
The houseguests are sequestered from the rest of the world on the show and do not have access to their phones or the internet while they vie for $500,000, so they can not be reached for comment.",118619
3,www.abc.net.au,2018-07-05 06:00:29,Part of what goes into the macro bucket is something called risk appetite: more-or-less how the market is feeling about the future.,569978
3,www.the42.ie,2018-07-09 00:00:00,"The Spanish side have been closely linked with the attacker since his rise to stardom at Monaco, and it has been claimed by journalists in France that a move is imminent this summer.",131870
3,www.nzherald.co.nz,2018-07-05 00:00:00,"""It is the man who decides who the referee is who is to blame.",81729
3,www.business-standard.com,2018-07-05 00:00:00,"However, it is slow to contribute to the book,” said Bagchi.",272864
3,japantoday.com,2018-07-05 04:40:00,"Li Feng, a gambler who has rigged up a big screen at his fried chicken joint to show the games, said he had lost 1,000 yuan betting on Die Mannschaft to beat the unfancied South Koreans in the group stage.",501495
3,www.dailyexaminer.com.au,2018-07-05 03:03:12,"Picture: A Day On The Green
JOHN Farnham is keeping everyone happy after turning 69 last weekend.",692403
3,www.news-mail.com.au,2018-07-05 07:10:49,It seems like a lot of people who are mad about the ban are the type of people who get mad whenever something in their life changes.,86643
3,www.tvnz.co.nz,2018-07-05 00:00:00,"But a game that is principally predicated on defence can be harder to make work on the speedy grass, where Makarova produced twice as many winners today, 46-23.",85237
3,www.abc.net.au,2018-07-05 05:00:31,"""It was almost a primordial thing.",570160
0,www.news-mail.com.au,2018-07-05 06:46:37,Reader poll Should a stand at Suncorp Stadium be named for politician Terry Mackenroth before a sporting legend?,86503
3,www.news-mail.com.au,2018-07-05 05:00:00,RUDE: Boss-to-be's response to teen after she declined job offer.,86644
3,www.standardmedia.co.ke,2018-07-05 00:00:00,“Some elements are trying to sabotage the work of this committee.,503017
3,www.businessinsider.sg,2018-07-05 00:00:00,"source Hollis Johnson
It’s confusing yet delicious.",233073
3,www.news-mail.com.au,2018-07-05 07:10:49,"No longer will I feel the urge to abuse, hit and swear at humble checkout workers who are just passing down policies from their overlords.",86643
3,www.channelnewsasia.com,2018-07-05 03:55:24,It is a doctrine he feels the country's soccer team should follow.,204541
3,indianexpress.com,2018-07-05 03:16:09,"According to CBI, Indrani, Khanna and Rai had, in the wee hours of April 25, allegedly, dumped Sheena’s body in Raigad district.",229333
3,indianexpress.com,2018-07-05 00:09:55,"Spanish newspaper Marca suggested on Wednesday that Ronaldo is unhappy at Real because they are searching for his successor and president Florentino Perez has publicly courted Neymar, urging the Brazilian last year to come to Madrid if he wants to win the prestigious Ballon d’Or award.",230319
3,www.cnet.com,2018-07-05 03:58:00,The budget Surface would be designed to better compete with Apple iPads.,482932
2,www.americanthinker.com,2018-07-20 00:00:00,"In Westchester County, the feds have set up migrant housing in which most Americans could only dream of living.",450437
3,www.channelnewsasia.com,2018-07-05 03:30:46,"Thank God they were returned to their country,"" he said.",204093
3,www.nzherald.co.nz,2018-07-05 00:00:00,That's why the court proceedings filed by Peters to get to the bottom of this leak is the absolutely correct response.,79915
2,www.nzherald.co.nz,2018-07-05 00:00:00,"One day u might need them.""",81550
3,www.dailymail.co.uk,2018-07-04 22:48:43,'Shame on you!',254264
3,www.businessinsider.sg,2018-07-05 00:00:00,"source Getty Images
England booted Colombia out of the 2018 World Cup – and Diego Maradona is furious.",233077
3,www.taiwannews.com.tw,2018-07-05 13:00:00,"""But that data is available, and I would like to think that as people understand that more, they will understand my decision to keep on racing knowing I have certainly done nothing wrong,"" Froome said.",1326
3,www.nzherald.co.nz,2018-07-05 00:00:00,"""To tell you the truth, the process leaves a lot of doubts.",81729
3,indianexpress.com,2018-07-05 00:04:55,"In other words, getting advisers and consultants to prepare cabinet notes and clearing them with a simple nod will not work.",227843
0,www.eurekalert.org,2018-07-06 00:00:00,edu/ abs/ 2018ApJ.,131605
3,www.41nbc.com,2018-07-18 00:00:00,I can’t believe it.,50608
3,japantoday.com,2018-07-05 06:20:00,The attack prompted the biggest Western expulsion of Russian diplomats since the Cold War as allies in Europe and the United States sided with Prime Minister Theresa May's view that Moscow was either responsible or had lost control of the nerve agent.,501447
3,www.taiwannews.com.tw,2018-07-05 04:05:00,"""It was like an out of body experience,"" Dier said Wednesday.",533
3,www.livemint.com,2018-07-05 00:03:28,"Deve Gowda, is seen as a party that enjoys unstinted support from the Vokkaligas, who are concentrated in southern Karnataka, the regional party’s bastion.",158980
3,www.dailyexaminer.com.au,2018-07-05 00:00:00,"""He has continued on working well and really he should be about cherry ripe at his peak now.”
Despite the Cup Prelude not allowing for apprentice weight claims, Stewart has stuck with Grafton apprentice Olivia Pickering for the run.",692255
0,wsvn.com,2018-07-18 00:00:00,The following info/pictures are from Rep. Janelle Bynum’s Facebook Page: Live from the mean streets of Clackamas!!!,69484
0,indianexpress.com,2018-07-05 01:05:20,What has led to the increased share of skilled migrants?,230510
3,www.dailyexaminer.com.au,2018-07-05 05:36:16,"""It's also because rent is that dear here, but with my payments combined I can afford the rent.",692478
3,www.eurekalert.org,2018-07-07 00:00:00,"""The tools and perspectives they bring with them have had and will have a significant impact on what we can do.""",131721
3,www.financialexpress.com,2018-07-05 02:00:49,Cisco START is even more relevant for them.,245278
3,www.abc.net.au,2018-07-05 06:00:29,This isn't always a smooth process.,569978
3,www.americanthinker.com,2018-07-20 00:00:00,Does not have a gun-running operation to service Mexican smuggling cartels called 'Fast and Furious.',450575
3,www.qt.com.au,2018-07-05 00:03:00,"""I felt very elated to receive such recognition.""",246873
3,indianexpress.com,2018-07-04 23:48:51,“I’m still to get clarity from Punjab whether they want me to continue or not.,229074
3,www.dailysabah.com,2018-07-04 23:13:28,"""You don't have to come see us talk about our place in America and cry all the time,"" he said.",197999
3,www.businessinsider.sg,2018-07-05 00:00:00,"source Hollis Johnson
There are a few odd moments – the pizza is lackluster, the Italian sausage was so-so – but overall, it’s better than anyone initially expects.",233073
3,whdh.com,2018-07-18 00:00:00,"“She was alone with her little baby and very strong … she had a lot of resolve to protect her baby and create a new life for them.”
From the very first meeting, Bifituu and Schwab would pass baby Ruya back and forth as they filled out job applications and other paperwork aimed at getting the Kadir family properly settled in.",319493
0,www.nzherald.co.nz,2018-07-05 00:00:00,Would you like to sign up?,81831
3,www.nzherald.co.nz,2018-07-05 00:00:00,"""We want to make it available to as broad a range as possible of young Kiwi families.""",80448
3,www.standardmedia.co.ke,2018-07-05 00:00:00,"If the two investigations prove true, then it is an indictment on students at the school who knew about the claims of rampant lesbianism at the school, and the victim and her parents who perhaps knew the truth but chose to keep quiet.",503181
0,indianexpress.com,2018-07-05 00:02:37,Did Lalit “brainwash” the family into seeking “moksha”?,228155
3,news.sky.com,2018-07-04 23:27:00,He was making funny noises and he was rocking backwards and forwards.,379580
3,www.standardmedia.co.ke,2018-07-05 00:00:00,"She faulted the magistrate's ruling that since the two had children together, they were married.",502913
3,www.automotiveworld.com,2018-07-11 00:00:00,Its proprietary technology platform aims to advance a new generation of consumer mobility services that provide a more intuitive user experience.,248476
3,www.eurekalert.org,2018-07-07 00:00:00,"""Bats are incredibly acrobatic and very skilled hunters, but moths are also powerful flyers and have an incredible turn radius,"" said Rubin, who completed the research as a Boise State master's student.",131741
3,www.standardmedia.co.ke,2018-07-05 00:00:00,The medics in Kapenguria then requested for the patient to be taken back to the facility for the procedure.,502942
3,www.ndtv.com,2018-07-05 00:09:38,"You can't drive three Ferraris at once,"" she told AFP.",643672
3,www.businessinsider.sg,2018-07-05 00:00:00,"It’s weird, but fairly good.",233073
2,www.channelnewsasia.com,2018-07-05 02:30:29,"The South Korean official suggested that the US instead refer to ""mutual threat reduction,"" the source said.",204167
3,www.nzherald.co.nz,2018-07-05 00:00:00,"Gonnelli said the traffic overload has the potential to be ""a nightmare either way.""",80555
3,www.businessinsider.sg,2018-07-05 00:00:00,… just because somebody was born in an era that was less tolerant… doesn’t mean that they are set in their ways.,233153
3,www.eurekalert.org,2018-07-07 00:00:00,"For example, these ideas could even be implemented by a business or corporation, to create a work community that encourages working together.",131721
2,www.news.com.au,2018-07-04 23:08:02,Libya has become a major transit route for migrants trying to reach Europe by sea.,421136
3,www.pulse.ng,2018-07-05 00:00:00,"""I wanted to show that you can walk around with bare breasts without be attacked or aggressed.",240210
3,www.financialexpress.com,2018-07-05 00:46:05,Setting up an airport in Agartala was possible due to his vision & foresight.,244113
3,www.news.com.au,2018-07-05 02:23:01,"""I thought I served pretty well, missed one or two in the tiebreak and that was the difference,"" he said.",421210
3,whdh.com,2018-07-18 00:00:00,"“I remember Ruya when she was just a little bundle in my arms,” said Megan Schwab, an employment specialist with the International Rescue Committee who befriended Bifituu and Ruya when they first arrived in Boise as Ethiopian refugees in December 2015.",319493
3,www.automotiveworld.com,2018-07-11 00:00:00,"Adding, “There’s also a choice between soft-top and RF variants, with the former offering wind-in-the-hair thrills and enjoyment and the latter supercar-like looks thanks to the electrically operated targa style roof.",248370
3,www.dailyexaminer.com.au,2018-07-05 00:00:00,"He will lead the local hopes in the Prelude out of an awkward draw in barrier 10, with fellow local runner Stella's Chance (Wayne Lawson) on his outside in barrier 18.",692255
3,www.americanthinker.com,2018-07-20 00:00:00,This British domination of American trade harmed this nation’s economy and crippled small local industries.,450491
0,www.dailyexaminer.com.au,2018-07-05 05:34:06,Tina Alleyn with her children Hayden and Lateesha Mcauley.,692462
3,armenpress.am,2018-07-09 00:00:00,Something that is really difficult to imagine in Azerbaijan under the existence of the Aliyev regime.,401646
3,www.nzherald.co.nz,2018-07-05 00:00:00,"""Anyone that's vulnerable is open to this opportunist-type offending.",81248
3,www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,"""We still have that tall poppy syndrome, where if we share from our heart we get chopped down.",427755
0,www.taiwannews.com.tw,2018-07-05 05:40:00,"New York, Higashioka (3), Judge (24), Stanton (21).",1918
0,www.pulse.ng,2018-07-05 00:04:00,"news
A mother of an incurably ill six-year-old boy faces up to eight years in prison in Russia for trying to sell anti-seizure medication she bought for her child, she and charities said on Wednesday.",239837
3,www.livemint.com,2018-07-04 23:25:46,"So, they do not want to get stuck with furniture and other stuff as they may be mobile.",158835
3,www.freepressjournal.in,2018-07-05 01:15:35,But that should not turn you off from hitting the beaches in India in your favourite bikini.,364878
3,www.ndtv.com,2018-07-05 02:06:40,"""The girl's health is improving.",643132
3,japantoday.com,2018-07-05 04:30:00,"If we play well, we can create a lot of chances.",501444
3,www.ndtv.com,2018-07-05 02:06:40,The girl was shifted out of the Intensive Care Unit yesterday as her health has improved.,643132
3,www.taiwannews.com.tw,2018-07-05 13:00:00,"""Of course it has been damaging.",1326
3,www.filmibeat.com,2018-07-05 00:10:00,"And I think things will get resolved after that.""",60741
3,www.news-mail.com.au,2018-07-05 05:00:00,"""At the time, money and prices were good, so we got off.”
With rest and therapy Stanley was able to mend his back almost completely, but they both still face their own challenges.",86774
3,www.nzherald.co.nz,2018-07-05 00:00:00,"Dean Obeidallah accused The Daily Stormer's publisher, Andrew Anglin, of falsely labeling him as the ""mastermind"" behind a deadly bombing at concert in England last year.",80373
2,www.americanthinker.com,2018-07-20 00:00:00,"The ninety-degree weather seems to have diminished the size of the crowd, but not its enthusiasm or sense of camaraderie.",450525
3,www.channelnewsasia.com,2018-07-05 01:41:00,"""I want to be here to focus on tennis, not eating bugs.""",204560
2,www.businesstimes.com.sg,2018-07-05 00:00:00,"The amount, which represents roughly a third of Danske's market value and almost 3 per cent of the Danish GDP, is more than double that previously estimated, according to figures first reported by Berlingske and confirmed by Bloomberg.",693920
3,www.financialexpress.com,2018-07-05 02:00:49,"Today, we are doing business with 30,000-35,000 customers.",245278
3,japantoday.com,2018-07-05 04:33:00,He was also seen on footage circulated on social media seeming to be unwell and assisted from his seat into a private dining area.,501354
3,www.businessinsider.sg,2018-07-05 00:00:00,But the old prejudices of yesteryear don’t encompass racism entirely.,233153
3,www.freepressjournal.in,2018-07-10 00:00:00,"His only forthcoming film is Total Dhamaal, the third film in the Dhamaal franchise, as the meek young Parsi boy who can be excruciatingly funny.",364563
0,www.eurekalert.org,2018-07-07 00:00:00,How were these telescopes able to study this system?,131750
